test_id,node,test_category,test_description,test,result,failure_reason
666,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.5,PASS,
667,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.6,PASS,
668,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.1,PASS,
669,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.2,PASS,
670,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.3,PASS,
671,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.4,PASS,
672,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.99.1,PASS,
673,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.5,PASS,
674,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.6,PASS,
675,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.1,PASS,
676,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.2,PASS,
677,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.3,PASS,
678,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.4,PASS,
679,spine3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.99.1,PASS,
680,spine3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.5,PASS,
681,spine3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.6,PASS,
682,spine3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.1,PASS,
683,spine3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.2,PASS,
684,spine3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.3,PASS,
685,spine3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.4,PASS,
686,borderleaf1-DC1,Routing Table,Remote VTEP address,192.168.102.5,PASS,
687,borderleaf1-DC1,Routing Table,Remote VTEP address,192.168.202.5,PASS,
688,borderleaf1-DC1,Routing Table,Remote VTEP address,192.168.102.1,PASS,
689,borderleaf1-DC1,Routing Table,Remote VTEP address,192.168.202.1,PASS,
690,borderleaf1-DC1,Routing Table,Remote VTEP address,192.168.102.3,PASS,
691,borderleaf1-DC1,Routing Table,Remote VTEP address,192.168.202.3,PASS,
692,borderleaf1-DC2,Routing Table,Remote VTEP address,192.168.102.5,PASS,
693,borderleaf1-DC2,Routing Table,Remote VTEP address,192.168.202.5,PASS,
694,borderleaf1-DC2,Routing Table,Remote VTEP address,192.168.102.1,PASS,
695,borderleaf1-DC2,Routing Table,Remote VTEP address,192.168.202.1,PASS,
696,borderleaf1-DC2,Routing Table,Remote VTEP address,192.168.102.3,PASS,
697,borderleaf1-DC2,Routing Table,Remote VTEP address,192.168.202.3,PASS,
698,borderleaf2-DC1,Routing Table,Remote VTEP address,192.168.102.5,PASS,
699,borderleaf2-DC1,Routing Table,Remote VTEP address,192.168.202.5,PASS,
700,borderleaf2-DC1,Routing Table,Remote VTEP address,192.168.102.1,PASS,
701,borderleaf2-DC1,Routing Table,Remote VTEP address,192.168.202.1,PASS,
702,borderleaf2-DC1,Routing Table,Remote VTEP address,192.168.102.3,PASS,
703,borderleaf2-DC1,Routing Table,Remote VTEP address,192.168.202.3,PASS,
704,borderleaf2-DC2,Routing Table,Remote VTEP address,192.168.102.5,PASS,
705,borderleaf2-DC2,Routing Table,Remote VTEP address,192.168.202.5,PASS,
706,borderleaf2-DC2,Routing Table,Remote VTEP address,192.168.102.1,PASS,
707,borderleaf2-DC2,Routing Table,Remote VTEP address,192.168.202.1,PASS,
708,borderleaf2-DC2,Routing Table,Remote VTEP address,192.168.102.3,PASS,
709,borderleaf2-DC2,Routing Table,Remote VTEP address,192.168.202.3,PASS,
710,leaf1-DC1,Routing Table,Remote VTEP address,192.168.102.5,PASS,
711,leaf1-DC1,Routing Table,Remote VTEP address,192.168.202.5,PASS,
712,leaf1-DC1,Routing Table,Remote VTEP address,192.168.102.1,PASS,
713,leaf1-DC1,Routing Table,Remote VTEP address,192.168.202.1,PASS,
714,leaf1-DC1,Routing Table,Remote VTEP address,192.168.102.3,PASS,
715,leaf1-DC1,Routing Table,Remote VTEP address,192.168.202.3,PASS,
716,leaf1-DC2,Routing Table,Remote VTEP address,192.168.102.5,PASS,
717,leaf1-DC2,Routing Table,Remote VTEP address,192.168.202.5,PASS,
718,leaf1-DC2,Routing Table,Remote VTEP address,192.168.102.1,PASS,
719,leaf1-DC2,Routing Table,Remote VTEP address,192.168.202.1,PASS,
720,leaf1-DC2,Routing Table,Remote VTEP address,192.168.102.3,PASS,
721,leaf1-DC2,Routing Table,Remote VTEP address,192.168.202.3,PASS,
722,leaf2-DC1,Routing Table,Remote VTEP address,192.168.102.5,PASS,
723,leaf2-DC1,Routing Table,Remote VTEP address,192.168.202.5,PASS,
724,leaf2-DC1,Routing Table,Remote VTEP address,192.168.102.1,PASS,
725,leaf2-DC1,Routing Table,Remote VTEP address,192.168.202.1,PASS,
726,leaf2-DC1,Routing Table,Remote VTEP address,192.168.102.3,PASS,
727,leaf2-DC1,Routing Table,Remote VTEP address,192.168.202.3,PASS,
728,leaf2-DC2,Routing Table,Remote VTEP address,192.168.102.5,PASS,
729,leaf2-DC2,Routing Table,Remote VTEP address,192.168.202.5,PASS,
730,leaf2-DC2,Routing Table,Remote VTEP address,192.168.102.1,PASS,
731,leaf2-DC2,Routing Table,Remote VTEP address,192.168.202.1,PASS,
732,leaf2-DC2,Routing Table,Remote VTEP address,192.168.102.3,PASS,
733,leaf2-DC2,Routing Table,Remote VTEP address,192.168.202.3,PASS,
734,leaf3-DC1,Routing Table,Remote VTEP address,192.168.102.5,PASS,
735,leaf3-DC1,Routing Table,Remote VTEP address,192.168.202.5,PASS,
736,leaf3-DC1,Routing Table,Remote VTEP address,192.168.102.1,PASS,
737,leaf3-DC1,Routing Table,Remote VTEP address,192.168.202.1,PASS,
738,leaf3-DC1,Routing Table,Remote VTEP address,192.168.102.3,PASS,
739,leaf3-DC1,Routing Table,Remote VTEP address,192.168.202.3,PASS,
740,leaf3-DC2,Routing Table,Remote VTEP address,192.168.102.5,PASS,
741,leaf3-DC2,Routing Table,Remote VTEP address,192.168.202.5,PASS,
742,leaf3-DC2,Routing Table,Remote VTEP address,192.168.102.1,PASS,
743,leaf3-DC2,Routing Table,Remote VTEP address,192.168.202.1,PASS,
744,leaf3-DC2,Routing Table,Remote VTEP address,192.168.102.3,PASS,
745,leaf3-DC2,Routing Table,Remote VTEP address,192.168.202.3,PASS,
746,leaf4-DC1,Routing Table,Remote VTEP address,192.168.102.5,PASS,
747,leaf4-DC1,Routing Table,Remote VTEP address,192.168.202.5,PASS,
748,leaf4-DC1,Routing Table,Remote VTEP address,192.168.102.1,PASS,
749,leaf4-DC1,Routing Table,Remote VTEP address,192.168.202.1,PASS,
750,leaf4-DC1,Routing Table,Remote VTEP address,192.168.102.3,PASS,
751,leaf4-DC1,Routing Table,Remote VTEP address,192.168.202.3,PASS,
752,leaf4-DC2,Routing Table,Remote VTEP address,192.168.102.5,PASS,
753,leaf4-DC2,Routing Table,Remote VTEP address,192.168.202.5,PASS,
754,leaf4-DC2,Routing Table,Remote VTEP address,192.168.102.1,PASS,
755,leaf4-DC2,Routing Table,Remote VTEP address,192.168.202.1,PASS,
756,leaf4-DC2,Routing Table,Remote VTEP address,192.168.102.3,PASS,
757,leaf4-DC2,Routing Table,Remote VTEP address,192.168.202.3,PASS,
758,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
759,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.5,PASS,
760,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
761,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.6,PASS,
762,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.99.1,PASS,
763,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
764,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.1,PASS,
765,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
766,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.2,PASS,
767,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
768,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.3,PASS,
769,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
770,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.4,PASS,
771,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
772,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
773,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
774,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
775,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
776,borderleaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.13,PASS,
777,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
778,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.5,PASS,
779,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
780,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.6,PASS,
781,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.99.1,PASS,
782,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
783,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.1,PASS,
784,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
785,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.2,PASS,
786,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
787,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.3,PASS,
788,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
789,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.4,PASS,
790,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
791,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
792,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
793,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
794,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
795,borderleaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.13,PASS,
796,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
797,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.5,PASS,
798,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
799,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.6,PASS,
800,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.99.1,PASS,
801,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
802,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.1,PASS,
803,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
804,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.2,PASS,
805,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
806,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.3,PASS,
807,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
808,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.4,PASS,
809,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
810,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
811,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
812,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
813,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
814,borderleaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.13,PASS,
815,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
816,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.5,PASS,
817,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
818,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.6,PASS,
819,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.99.1,PASS,
820,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
821,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.1,PASS,
822,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
823,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.2,PASS,
824,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
825,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.3,PASS,
826,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
827,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.4,PASS,
828,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
829,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
830,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
831,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
832,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
833,borderleaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.13,PASS,
834,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
835,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.5,PASS,
836,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
837,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.6,PASS,
838,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.99.1,PASS,
839,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
840,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.1,PASS,
841,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
842,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.2,PASS,
843,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
844,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.3,PASS,
845,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
846,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.4,PASS,
847,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
848,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
849,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
850,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
851,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
852,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.201.13,PASS,
853,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
854,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.5,PASS,
855,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
856,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.6,PASS,
857,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.99.1,PASS,
858,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
859,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.1,PASS,
860,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
861,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.2,PASS,
862,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
863,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.3,PASS,
864,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
865,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.4,PASS,
866,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
867,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
868,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
869,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
870,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
871,leaf1-DC2,Routing Table,Remote Lo0 address,192.168.201.13,PASS,
872,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
873,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.5,PASS,
874,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
875,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.6,PASS,
876,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.99.1,PASS,
877,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
878,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.1,PASS,
879,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
880,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.2,PASS,
881,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
882,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.3,PASS,
883,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
884,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.4,PASS,
885,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
886,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
887,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
888,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
889,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
890,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.201.13,PASS,
891,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
892,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.5,PASS,
893,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
894,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.6,PASS,
895,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.99.1,PASS,
896,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
897,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.1,PASS,
898,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
899,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.2,PASS,
900,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
901,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.3,PASS,
902,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
903,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.4,PASS,
904,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
905,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
906,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
907,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
908,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
909,leaf2-DC2,Routing Table,Remote Lo0 address,192.168.201.13,PASS,
910,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
911,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.201.5,PASS,
912,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
913,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.201.6,PASS,
914,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.99.1,PASS,
915,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
916,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.201.1,PASS,
917,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
918,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.201.2,PASS,
919,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
920,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.201.3,PASS,
921,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
922,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.201.4,PASS,
923,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
924,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
925,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
926,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
927,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
928,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.201.13,PASS,
929,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
930,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.5,PASS,
931,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
932,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.6,PASS,
933,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.99.1,PASS,
934,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
935,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.1,PASS,
936,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
937,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.2,PASS,
938,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
939,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.3,PASS,
940,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
941,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.4,PASS,
942,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
943,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
944,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
945,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
946,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
947,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.13,PASS,
948,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
949,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.5,PASS,
950,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
951,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.6,PASS,
952,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.99.1,PASS,
953,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
954,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.1,PASS,
955,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
956,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.2,PASS,
957,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
958,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.3,PASS,
959,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
960,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.4,PASS,
961,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
962,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
963,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
964,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
965,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
966,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.13,PASS,
967,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
968,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.5,PASS,
969,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
970,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.6,PASS,
971,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.99.1,PASS,
972,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
973,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.1,PASS,
974,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
975,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.2,PASS,
976,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
977,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.3,PASS,
978,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
979,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.4,PASS,
980,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
981,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
982,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
983,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
984,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
985,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.13,PASS,
986,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.5,FAIL,100% packet loss
987,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.5,FAIL,100% packet loss
988,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.6,FAIL,100% packet loss
989,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.6,FAIL,100% packet loss
990,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.99.1,FAIL,100% packet loss
991,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.1,FAIL,100% packet loss
992,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.1,FAIL,100% packet loss
993,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.2,FAIL,100% packet loss
994,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.2,FAIL,100% packet loss
